Income,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Year,Age,Edu,Household,Days_Enrolled,Total_Spent,Age_group,Children,Total_AcceptedCmp
61905.0,167,0,43,6,2,13,2,4,2,4,5,2014,47,Postgrad,couple,2862,231,40-50,1,0
29315.0,13,2,14,8,7,4,4,2,0,4,6,2014,62,Grad,couple,2799,48,60-70,2,0
33378.0,33,6,40,3,7,10,3,2,0,4,7,2013,59,Grad,single,3166,99,50-60,2,0
66313.0,625,7,99,10,22,7,2,6,3,12,4,2013,59,Postgrad,couple,3060,770,50-60,1,0
60714.0,216,162,224,101,92,162,2,7,4,10,5,2013,66,Grad,single,3302,957,60-70,0,0
77882.0,68,129,396,188,22,15,1,3,3,5,1,2014,41,Postgrad,couple,2834,818,40-50,0,0
69867.0,196,0,512,33,130,54,1,3,5,8,1,2013,36,Postgrad,single,3284,925,30-40,0,1
63841.0,635,15,100,20,7,131,1,9,3,9,6,2013,54,Postgrad,single,3208,908,50-60,1,0
24480.0,4,19,9,28,25,17,3,3,0,4,7,2013,41,Undergrad,couple,3013,102,40-50,1,0
51369.0,297,7,79,0,11,182,2,8,2,4,8,2012,46,Grad,couple,3386,576,40-50,1,0
37760.0,84,5,38,150,12,28,2,4,1,6,7,2012,76,Grad,couple,3441,317,70-80,0,0
65640.0,204,7,149,20,15,66,1,5,1,8,2,2014,48,Postgrad,couple,2951,461,40-50,1,0
44319.0,26,0,8,0,0,3,2,2,0,3,5,2014,47,Postgrad,couple,2847,37,40-50,2,0
30631.0,15,6,20,4,5,20,1,3,1,2,7,2013,48,Grad,couple,2978,70,40-50,1,0
75278.0,304,98,230,150,74,74,1,6,3,13,3,2013,70,Grad,couple,3290,930,60-70,0,0
50898.0,285,28,242,55,114,135,13,6,2,12,5,2013,66,Postgrad,couple,3106,859,60-70,2,0
79946.0,395,183,565,166,141,28,1,5,11,5,3,2014,56,Grad,single,2615,1478,50-60,0,0
35416.0,248,3,81,4,3,51,3,7,1,5,8,2013,73,Postgrad,single,3155,390,70-80,0,0
32414.0,20,6,5,0,9,12,1,1,0,3,7,2013,38,Undergrad,couple,3222,52,30-40,0,1
38361.0,39,0,56,20,8,14,3,3,1,3,7,2013,53,Grad,couple,2958,137,50-60,1,0
82497.0,777,129,573,216,21,203,1,2,7,9,4,2012,42,Grad,couple,3380,1919,40-50,0,0
16626.0,8,3,22,21,1,13,3,3,0,3,9,2014,51,Grad,couple,2939,68,50-60,2,0
29672.0,9,1,3,0,4,8,1,0,0,3,6,2013,57,Grad,couple,2982,25,50-60,2,0
55951.0,1241,0,80,0,13,40,3,3,6,11,8,2012,70,Postgrad,couple,3449,1374,60-70,1,1
35388.0,6,4,7,4,3,8,1,1,0,3,7,2013,34,Undergrad,single,3135,32,30-40,1,0
42386.0,65,4,16,0,4,11,1,3,0,3,8,2013,36,Postgrad,couple,3306,100,30-40,1,0
68627.0,395,15,263,60,54,38,1,2,3,6,1,2013,40,Grad,single,2984,825,30-40,0,0
57912.0,801,0,80,0,0,35,5,8,3,12,5,2014,57,Postgrad,single,2878,916,50-60,1,0
35246.0,36,0,12,2,2,10,4,3,1,3,5,2014,64,Grad,single,2848,62,60-70,2,0
58821.0,513,14,154,19,0,28,1,9,2,9,6,2013,66,Undergrad,couple,2975,728,60-70,1,0
46377.0,37,0,46,4,3,0,1,2,1,3,4,2014,44,Postgrad,couple,2951,90,40-50,1,0
39747.0,80,15,93,20,13,52,3,5,1,4,8,2014,34,Grad,single,2851,273,30-40,1,0
23976.0,14,1,21,2,3,25,3,3,1,3,7,2013,38,Grad,couple,2958,66,30-40,1,0
80950.0,525,147,112,219,147,63,1,6,7,9,2,2013,61,Postgrad,couple,3232,1213,60-70,0,1
27038.0,1,26,25,17,23,15,1,3,0,3,9,2012,56,Grad,single,3423,107,50-60,0,0
77457.0,675,11,400,15,45,11,1,2,5,10,1,2014,75,Grad,single,2831,1157,70-80,0,0
64100.0,509,0,27,0,0,10,1,8,3,6,7,2013,58,Postgrad,couple,3037,546,50-60,1,0
42670.0,154,2,46,20,4,15,1,4,2,4,4,2013,30,Postgrad,couple,3202,241,20-30,0,0
12571.0,3,5,14,2,12,17,4,3,1,3,6,2014,46,Grad,single,2936,53,40-50,1,0
22574.0,25,0,8,2,0,2,2,2,0,3,7,2013,55,Grad,couple,3018,37,50-60,3,0
70893.0,768,44,561,77,44,14,1,6,6,10,3,2013,46,Postgrad,single,3166,1508,40-50,0,0
54198.0,185,0,28,3,2,17,6,3,1,6,4,2013,56,Grad,couple,2968,235,50-60,2,0
28839.0,24,0,7,0,0,1,2,2,0,3,5,2014,66,Postgrad,couple,2647,32,60-70,2,0
40321.0,44,4,21,6,0,27,2,3,0,3,7,2013,50,Grad,couple,3109,102,40-50,2,0
66503.0,91,64,128,65,3,50,2,4,3,6,3,2012,37,Grad,single,3458,401,30-40,1,0
30833.0,11,0,7,3,1,6,2,1,0,3,5,2013,71,Grad,couple,3122,28,70-80,2,0
64795.0,412,5,119,38,29,77,3,3,3,12,2,2013,51,Grad,couple,3302,680,50-60,1,0
34421.0,3,3,7,6,2,9,1,1,0,2,7,2013,48,Grad,couple,3312,30,40-50,1,0
47025.0,16,0,3,0,0,1,1,1,0,2,7,2014,57,Postgrad,single,2709,20,50-60,2,0
64325.0,731,60,353,78,12,73,5,10,3,5,7,2013,61,Postgrad,single,3136,1307,60-70,1,0
40464.0,424,17,118,7,23,41,6,8,2,8,8,2013,69,Grad,single,3014,630,60-70,1,0
62187.0,792,0,275,45,45,126,1,4,8,5,3,2013,65,Grad,couple,3192,1283,60-70,0,0
14849.0,21,2,28,3,2,9,3,2,0,4,8,2013,46,Postgrad,single,3281,65,40-50,1,0
27255.0,22,1,11,0,1,2,1,1,0,3,7,2013,38,Grad,couple,3127,37,30-40,1,0
54432.0,33,0,5,0,0,0,1,1,0,3,4,2013,72,Postgrad,couple,3071,38,70-80,3,0
29999.0,68,7,59,10,5,11,4,3,1,4,8,2013,36,Postgrad,single,3275,160,30-40,1,0
24072.0,9,1,6,3,0,4,1,1,0,2,8,2013,39,Grad,single,3213,23,30-40,1,0
33996.0,40,2,15,8,0,6,1,1,1,3,4,2013,33,Postgrad,single,3006,71,30-40,0,0
66334.0,909,11,218,0,0,23,2,9,3,5,5,2013,66,Postgrad,couple,3256,1161,60-70,1,0
35178.0,23,1,13,2,2,18,1,1,1,2,7,2013,51,Postgrad,couple,3045,59,50-60,1,1
22010.0,11,2,9,3,0,8,2,2,0,3,8,2013,39,Grad,couple,3138,33,30-40,1,0
62204.0,317,46,247,151,46,139,1,4,5,12,3,2012,62,Grad,single,3341,946,60-70,2,0
75693.0,797,153,293,72,97,30,1,11,4,6,4,2012,54,Grad,single,3521,1442,50-60,0,1
30675.0,10,2,16,11,2,21,1,1,0,3,8,2012,50,Grad,couple,3339,62,40-50,1,0
83003.0,856,61,570,40,25,122,1,7,6,8,3,2013,57,Grad,couple,3257,1674,50-60,0,0
68655.0,456,19,832,75,118,38,1,4,5,11,3,2012,34,Grad,single,3403,1538,30-40,0,0
41411.0,37,32,38,11,3,18,1,2,1,4,6,2013,36,Grad,single,3126,139,30-40,0,0
55212.0,1103,0,45,0,0,34,3,4,2,11,8,2012,53,Postgrad,couple,3357,1182,50-60,1,1
59292.0,378,14,68,19,14,14,2,3,5,8,3,2013,72,Postgrad,couple,3155,507,70-80,1,0
27190.0,1,6,7,0,1,3,1,1,0,2,8,2013,49,Undergrad,couple,3092,18,40-50,1,1
82623.0,204,34,204,172,153,173,1,2,9,4,1,2013,70,Grad,single,3035,940,60-70,0,0
44300.0,30,0,9,0,0,3,2,1,0,3,6,2013,57,Grad,couple,3145,42,50-60,2,0
84835.0,189,104,379,111,189,218,1,4,4,6,1,2014,52,Grad,single,2787,1190,50-60,0,0
30372.0,15,0,12,7,3,7,3,2,0,3,7,2012,51,Grad,single,3325,44,50-60,2,0
33181.0,9,0,3,0,0,4,1,1,0,2,6,2014,46,Postgrad,couple,2894,16,40-50,1,1
71113.0,495,33,255,11,33,8,4,6,7,9,4,2013,65,Grad,couple,2968,835,60-70,1,0
71952.0,656,80,455,52,107,93,2,8,4,8,4,2013,36,Grad,couple,3045,1443,30-40,1,1
69759.0,452,20,514,13,30,0,3,4,6,5,3,2013,56,Postgrad,single,3018,1029,50-60,0,0
72099.0,546,91,410,119,0,22,1,3,4,10,1,2012,48,Grad,couple,3384,1188,40-50,0,0
60000.0,1048,0,217,0,0,12,5,11,3,5,6,2012,46,Postgrad,single,3328,1277,40-50,1,0
38643.0,22,2,14,0,1,10,2,2,0,3,7,2013,44,Grad,single,2986,49,40-50,2,0
50737.0,78,0,11,0,0,10,1,2,0,4,6,2013,67,Grad,couple,3010,99,60-70,1,0
68462.0,561,64,785,84,128,48,1,3,3,8,1,2012,53,Postgrad,couple,3338,1670,50-60,0,0
65073.0,629,17,177,69,0,8,1,5,3,5,2,2013,79,Postgrad,couple,3087,900,70-80,0,0
46681.0,269,15,69,15,19,38,2,4,6,4,5,2013,74,Postgrad,couple,3097,425,70-80,2,0
78618.0,736,163,818,212,163,61,1,4,7,10,2,2012,65,Grad,couple,3413,2153,60-70,0,0
62187.0,512,0,83,0,0,41,3,6,2,10,4,2014,53,Postgrad,single,2873,636,50-60,1,0
28442.0,19,3,10,11,8,6,3,2,1,4,4,2014,44,Grad,couple,2899,57,40-50,2,0
37717.0,9,0,6,4,1,5,1,1,0,2,9,2012,44,Postgrad,couple,3357,25,40-50,1,0
51479.0,247,8,160,6,8,65,7,6,3,6,7,2012,55,Grad,couple,3322,494,50-60,2,0
54803.0,404,0,92,28,27,142,2,6,2,9,4,2012,53,Grad,single,3451,693,50-60,1,0
79530.0,333,0,815,129,42,29,1,4,10,11,2,2013,62,Grad,couple,3182,1348,60-70,0,0
31615.0,2,3,20,6,11,9,2,2,0,3,7,2013,46,Grad,single,3244,51,40-50,1,0
72025.0,833,33,549,151,133,233,1,4,3,8,3,2012,60,Grad,couple,3363,1932,50-60,0,0
52614.0,789,0,142,12,9,38,2,2,4,8,8,2012,47,Postgrad,single,3673,990,40-50,1,0
35684.0,10,4,7,0,6,3,1,1,0,3,6,2014,38,Undergrad,couple,2842,30,30-40,1,0
48178.0,159,4,45,6,2,38,6,5,1,4,8,2012,47,Grad,couple,3383,254,40-50,2,0
29548.0,7,1,6,3,1,11,1,1,1,2,4,2013,52,Postgrad,single,3078,29,50-60,1,1
63810.0,977,12,253,16,12,101,4,4,3,12,8,2012,56,Grad,single,3369,1371,50-60,1,0
38578.0,38,4,22,3,3,3,3,3,0,3,8,2013,50,Postgrad,single,3146,73,40-50,2,0
46098.0,57,0,27,0,0,36,4,3,2,2,8,2012,47,Postgrad,single,3454,120,40-50,2,0
22585.0,3,9,15,13,2,39,1,1,1,2,9,2013,52,Grad,single,3242,81,50-60,0,1
30279.0,10,4,14,4,4,1,1,1,0,3,8,2012,33,Grad,single,3320,37,30-40,1,0
66426.0,1043,24,97,32,24,157,2,3,5,10,6,2013,61,Postgrad,couple,3278,1377,60-70,1,0
30822.0,3,9,13,2,12,12,1,1,0,3,7,2013,53,Grad,single,3154,51,50-60,1,0
33581.0,11,0,5,0,0,1,1,1,0,2,8,2013,53,Postgrad,couple,3106,17,50-60,2,0
19986.0,3,6,5,0,2,6,1,0,0,3,7,2013,37,Grad,couple,3001,22,30-40,1,0
27421.0,43,12,96,78,40,55,3,4,1,6,7,2012,68,Grad,single,3338,324,60-70,0,0
35688.0,73,3,90,12,1,32,7,4,1,4,8,2012,49,Undergrad,couple,3450,211,40-50,3,0
36143.0,12,0,1,0,0,6,1,0,1,2,3,2014,41,Postgrad,single,2865,19,40-50,1,0
10245.0,4,7,7,6,4,13,3,1,2,2,5,2013,51,Grad,single,3184,41,50-60,1,0
43795.0,314,11,53,4,3,107,3,7,3,4,7,2013,54,Postgrad,couple,3030,492,50-60,1,0
63381.0,571,50,142,33,50,159,4,4,5,13,2,2012,62,Grad,couple,3554,1005,60-70,1,0
38823.0,70,0,11,2,8,23,1,2,1,3,6,2012,73,Grad,couple,3442,114,70-80,1,0
83664.0,866,21,151,28,21,86,3,2,2,12,5,2013,54,Postgrad,single,3102,1173,50-60,2,0
90300.0,594,134,786,33,134,57,0,5,6,8,1,2014,43,Grad,couple,2894,1738,40-50,0,0
62499.0,140,4,61,0,13,4,2,3,1,6,4,2013,43,Postgrad,couple,3064,222,40-50,1,0
74293.0,375,152,335,93,91,81,1,5,4,6,2,2014,29,Grad,single,2859,1127,20-30,0,0
51012.0,102,9,63,2,9,24,1,4,1,4,6,2013,76,Postgrad,couple,3211,209,70-80,0,0
70777.0,554,35,113,0,7,78,3,5,3,12,3,2014,54,Postgrad,couple,2898,787,50-60,1,0
68682.0,919,0,505,99,30,45,1,4,9,10,2,2013,31,Postgrad,couple,3158,1598,30-40,0,0
43824.0,96,1,42,12,3,32,4,3,1,4,8,2012,51,Grad,couple,3426,186,50-60,2,0
15345.0,5,2,16,3,2,19,2,1,1,2,8,2012,38,Grad,couple,3441,47,30-40,1,0
23442.0,2,0,6,8,6,5,1,1,0,3,7,2012,35,Grad,single,3326,27,30-40,1,0
14515.0,6,4,9,6,36,35,4,2,2,3,7,2012,42,Undergrad,couple,3430,96,40-50,1,0
31395.0,23,1,25,0,8,7,4,2,1,3,6,2013,66,Undergrad,single,3237,64,60-70,2,0
75276.0,610,105,125,137,42,21,1,9,4,9,5,2012,57,Grad,couple,3414,1040,50-60,0,0
42373.0,67,5,61,3,8,19,5,2,1,5,5,2013,48,Grad,single,3092,163,40-50,2,0
30507.0,65,36,74,38,20,110,1,5,1,4,7,2013,62,Grad,couple,3012,343,60-70,0,0
55521.0,416,0,26,0,0,4,9,6,3,6,7,2013,67,Postgrad,single,3024,446,60-70,3,0
48006.0,23,0,11,3,2,2,1,1,0,3,6,2014,57,Grad,couple,2705,41,50-60,2,0
27213.0,19,3,26,10,9,3,3,2,0,4,8,2012,50,Postgrad,single,3442,70,40-50,1,0
65808.0,155,7,80,13,7,10,3,5,1,5,6,2014,51,Postgrad,single,2804,272,50-60,2,0
30351.0,14,0,24,3,3,2,1,3,0,2,9,2013,48,Postgrad,couple,3162,46,40-50,1,0
50437.0,370,9,92,6,9,4,3,7,1,8,7,2012,59,Grad,couple,3394,490,50-60,2,0
23616.0,4,22,11,3,7,32,2,3,0,3,8,2012,40,Undergrad,single,3363,79,30-40,1,0
53858.0,407,53,221,58,150,26,4,4,3,6,4,2012,46,Grad,couple,3430,915,40-50,1,0
66465.0,1200,0,204,38,29,14,3,11,9,12,6,2013,67,Postgrad,couple,3230,1485,60-70,1,1
46923.0,85,44,54,102,78,6,3,5,1,7,7,2012,35,Grad,single,3450,369,30-40,1,0
75072.0,583,34,309,0,22,125,2,5,4,8,3,2013,60,Grad,couple,3296,1073,50-60,1,0
75865.0,483,0,591,156,0,12,1,3,5,10,1,2014,79,Postgrad,couple,2864,1242,70-80,0,0
19789.0,2,5,9,28,6,28,3,2,1,3,5,2013,47,Undergrad,couple,2995,78,40-50,1,1
80134.0,966,26,282,52,26,26,1,2,7,11,5,2014,28,Grad,couple,2909,1378,20-30,0,2
91065.0,822,114,108,179,137,114,1,7,9,9,3,2013,41,Grad,single,3266,1474,40-50,0,1
49505.0,604,0,100,19,0,28,9,10,2,8,8,2013,51,Postgrad,couple,3196,751,50-60,2,0
37401.0,19,3,19,3,1,3,2,2,0,3,7,2014,49,Postgrad,couple,2798,48,40-50,1,0
30096.0,5,3,11,12,5,9,1,2,0,3,6,2014,39,Grad,couple,2812,45,30-40,1,0
18492.0,2,2,2,2,1,1,1,1,0,2,8,2014,40,Postgrad,couple,2828,10,30-40,1,0
82584.0,1076,68,103,29,91,68,1,3,4,8,1,2013,48,Postgrad,couple,3223,1435,40-50,0,0
93027.0,1285,42,716,55,0,21,0,7,10,5,2,2013,81,Postgrad,couple,3216,2119,80-90,0,0
48686.0,10,0,7,2,0,1,1,1,0,2,8,2013,69,Grad,couple,3217,20,60-70,3,0
92910.0,551,137,792,179,103,33,1,6,7,13,1,2014,36,Grad,couple,2840,1795,30-40,0,1
75433.0,800,0,297,0,34,57,2,2,5,10,6,2014,33,Grad,couple,2830,1188,30-40,1,1
10404.0,2,2,11,10,6,12,2,1,0,4,5,2014,33,Undergrad,couple,2859,43,30-40,1,0
61314.0,378,0,189,97,172,172,2,5,5,12,3,2013,54,Grad,couple,3204,1008,50-60,1,0
84865.0,1248,16,349,43,16,16,1,2,4,9,4,2013,61,Postgrad,single,3071,1688,60-70,0,2
42387.0,235,0,235,19,4,191,5,8,1,7,8,2012,33,Grad,couple,3382,684,30-40,1,0
67309.0,515,47,181,149,95,95,15,9,6,9,7,2013,55,Undergrad,couple,3296,1082,50-60,2,0
75236.0,438,66,400,12,38,114,1,8,3,13,4,2013,58,Grad,couple,2990,1068,50-60,1,0
30015.0,25,0,22,2,3,5,2,1,0,4,5,2014,52,Grad,single,2921,57,50-60,1,0
50943.0,31,0,7,2,0,6,1,1,0,3,5,2013,66,Postgrad,couple,3147,46,60-70,1,0
67272.0,357,35,271,28,28,14,3,6,2,12,5,2013,56,Grad,single,2964,733,50-60,1,0
51529.0,400,4,35,6,0,22,2,9,1,5,8,2013,73,Postgrad,single,3129,467,70-80,1,0
32011.0,99,0,15,2,1,5,3,2,1,4,7,2013,51,Postgrad,couple,3085,122,50-60,1,0
7500.0,1,11,5,4,6,9,2,2,0,3,8,2013,36,Undergrad,couple,3136,36,30-40,1,0
28691.0,5,4,13,8,0,4,1,1,0,3,8,2013,33,Grad,couple,3222,34,30-40,1,0
56223.0,77,28,31,16,0,4,2,2,1,5,4,2013,74,Postgrad,couple,2965,156,70-80,1,0
18100.0,3,1,2,4,3,1,1,0,0,3,5,2013,76,Grad,couple,3160,14,70-80,0,0
30279.0,10,4,14,4,4,1,1,1,0,3,8,2012,33,Grad,single,3320,37,30-40,1,0
20130.0,0,6,3,7,6,12,1,1,0,3,8,2014,48,Undergrad,couple,2878,34,40-50,0,0
23295.0,0,0,1,2,12,5,1,1,0,2,8,2013,63,Grad,single,3125,20,60-70,0,0
42618.0,76,14,74,13,5,10,2,5,0,4,8,2013,50,Postgrad,single,3066,192,40-50,1,0
81246.0,398,190,537,61,156,37,1,4,5,7,1,2013,58,Grad,single,2956,1379,50-60,0,2
24027.0,14,7,11,11,0,5,2,2,0,3,8,2013,46,Grad,couple,3070,48,40-50,1,0
55707.0,208,7,82,30,66,35,2,3,2,9,3,2013,69,Postgrad,couple,2963,428,60-70,1,0
57959.0,430,16,322,43,24,33,5,4,7,11,3,2013,67,Grad,single,3283,868,60-70,1,0
56796.0,656,38,161,62,47,37,3,8,9,7,7,2013,53,Grad,couple,3272,1001,50-60,1,0
36230.0,14,2,30,8,2,3,1,2,0,4,5,2013,51,Postgrad,single,3029,59,50-60,1,0
70829.0,141,70,106,72,19,23,2,4,2,8,3,2013,42,Undergrad,couple,3307,431,40-50,2,0
65991.0,507,19,364,25,47,9,3,9,5,10,7,2012,46,Grad,couple,3494,971,40-50,1,0
38988.0,164,24,103,12,3,42,7,5,1,6,8,2012,50,Grad,couple,3452,348,40-50,3,0
89572.0,606,24,974,197,194,64,1,7,7,9,4,2012,56,Undergrad,single,3426,2059,50-60,0,1
42207.0,116,11,72,3,17,46,4,4,1,5,6,2013,38,Postgrad,couple,3315,265,30-40,1,1
50300.0,143,15,60,24,23,5,2,2,1,8,2,2014,70,Grad,couple,2809,270,60-70,1,0
66664.0,398,96,447,220,96,32,1,5,7,6,3,2012,40,Undergrad,couple,3416,1289,30-40,0,0
60597.0,522,0,257,32,16,66,4,2,2,8,7,2014,58,Grad,couple,2953,893,50-60,1,1
70165.0,161,0,253,199,191,122,1,3,7,11,1,2013,73,Grad,single,3054,926,70-80,0,0
50520.0,112,0,6,2,1,14,2,3,1,3,6,2014,64,Postgrad,single,2926,135,60-70,1,0
80124.0,483,84,398,205,84,241,1,3,7,8,1,2014,59,Grad,couple,2777,1495,50-60,0,1
33183.0,7,5,39,17,15,37,2,4,0,3,7,2014,47,Grad,couple,2899,120,40-50,1,0
66582.0,789,25,420,16,38,0,1,2,8,9,1,2014,53,Postgrad,single,2892,1288,50-60,0,0
75261.0,1239,17,413,23,34,17,1,5,6,5,2,2013,67,Postgrad,couple,3206,1743,60-70,0,0
31880.0,4,1,5,2,0,3,1,1,0,2,8,2012,52,Grad,single,3380,15,50-60,1,0
53790.0,335,42,127,28,5,5,3,7,2,8,6,2014,71,Grad,couple,2800,542,70-80,2,0
49269.0,639,8,166,11,8,58,3,7,3,12,7,2012,51,Postgrad,couple,3457,890,50-60,1,0
61456.0,563,76,384,84,192,89,4,6,10,13,4,2013,47,Grad,couple,3233,1388,40-50,1,0
37406.0,2,0,8,2,2,3,1,1,0,2,8,2013,42,Grad,couple,3036,17,40-50,1,0
56937.0,746,8,125,11,8,8,7,8,6,9,6,2012,41,Postgrad,couple,3586,906,40-50,1,0
38415.0,22,1,13,4,0,4,2,1,0,3,7,2013,44,Grad,couple,3287,44,40-50,2,0
20518.0,4,1,6,4,1,9,1,1,1,2,5,2014,34,Grad,single,2816,25,30-40,1,0
62503.0,478,0,193,110,75,117,4,8,3,11,5,2013,66,Grad,couple,3270,973,60-70,1,0
41644.0,20,3,4,2,0,2,2,1,0,3,3,2014,50,Postgrad,single,2706,31,40-50,2,0
55842.0,451,0,39,0,4,24,1,7,1,8,5,2014,45,Postgrad,couple,2811,518,40-50,1,0
62010.0,371,22,39,6,0,92,4,6,2,7,5,2012,50,Postgrad,couple,3388,530,40-50,1,0
41124.0,281,7,84,15,0,119,7,7,3,4,8,2012,45,Grad,couple,3380,506,40-50,1,0
38961.0,19,7,19,0,1,24,1,2,1,2,7,2013,49,Postgrad,couple,2955,70,40-50,1,0
37760.0,26,3,13,2,10,0,1,2,0,3,6,2013,50,Postgrad,single,3007,54,40-50,1,0
32233.0,138,15,35,25,11,72,2,6,2,2,9,2012,48,Grad,single,3453,296,40-50,1,1
43057.0,213,2,44,0,2,5,4,4,2,5,5,2013,47,Grad,couple,3016,266,40-50,1,0
83151.0,407,28,100,120,74,18,1,5,9,4,3,2012,62,Postgrad,couple,3401,747,60-70,0,0
78825.0,483,74,114,169,37,18,1,5,10,13,3,2012,58,Postgrad,single,3427,895,50-60,0,0
65104.0,738,0,232,13,20,50,2,3,5,7,7,2013,46,Postgrad,couple,3001,1053,40-50,1,0
60093.0,502,12,109,16,6,90,2,7,2,10,6,2013,48,Grad,couple,3142,735,40-50,1,0
14045.0,11,0,5,2,1,1,1,1,0,3,7,2014,53,Grad,couple,2928,20,50-60,1,0
28457.0,24,1,108,29,29,14,1,4,1,4,8,2012,70,Undergrad,single,3383,205,60-70,0,0
78952.0,1170,19,594,99,76,134,2,2,5,12,6,2012,64,Postgrad,couple,3417,2092,60-70,1,0
46310.0,185,2,88,15,5,14,2,6,1,5,8,2012,46,Grad,single,3613,309,40-50,1,0
76005.0,983,20,389,240,50,40,1,3,5,13,6,2013,67,Grad,couple,3266,1722,60-70,0,1
58308.0,691,0,69,10,0,130,4,2,6,3,8,2013,58,Postgrad,single,2984,900,50-60,1,0
55614.0,504,13,131,8,0,26,1,9,4,6,7,2013,78,Postgrad,single,2988,682,70-80,0,0
59432.0,317,25,265,25,19,12,3,5,3,11,5,2013,60,Postgrad,single,3216,663,50-60,1,0
55563.0,29,1,9,2,0,2,1,2,0,3,3,2014,44,Grad,single,2830,43,40-50,1,0
78642.0,1396,0,322,46,35,17,1,4,9,4,6,2013,51,Postgrad,couple,3208,1816,50-60,1,0
67911.0,529,0,356,63,28,0,3,6,7,11,3,2014,73,Postgrad,couple,2812,976,70-80,1,0
65275.0,388,14,218,91,14,21,1,4,3,13,2,2013,78,Grad,couple,3256,746,70-80,0,0
27203.0,13,2,21,4,0,24,2,1,1,2,8,2012,72,Grad,couple,3525,64,70-80,2,0
48330.0,28,0,4,0,0,0,1,1,0,3,5,2013,61,Postgrad,couple,3000,32,60-70,1,0
24279.0,16,36,21,20,62,108,1,4,1,3,8,2012,32,Undergrad,couple,3321,263,30-40,0,0
64355.0,1047,0,140,67,38,153,2,4,3,12,8,2012,37,Postgrad,couple,3448,1445,30-40,1,0
50943.0,31,0,7,2,0,6,1,1,0,3,5,2013,66,Postgrad,couple,3147,46,60-70,1,0
53653.0,815,10,239,28,10,108,2,10,4,12,6,2012,69,Grad,single,3492,1210,60-70,0,0
65665.0,225,162,387,106,36,29,1,5,10,8,3,2013,46,Grad,couple,3276,945,40-50,1,0
81217.0,493,70,324,146,40,84,1,3,7,11,1,2013,33,Grad,single,3119,1157,30-40,0,0
34935.0,34,4,66,3,10,20,1,2,1,4,7,2013,30,Grad,couple,3147,137,20-30,0,0
61250.0,382,138,65,60,26,59,6,5,2,12,5,2012,63,Grad,single,3334,730,60-70,1,0
39665.0,127,1,56,0,1,31,3,4,2,3,7,2013,41,Postgrad,couple,3174,216,40-50,1,1
60152.0,325,83,300,86,58,91,1,6,4,12,3,2013,43,Grad,single,3232,943,40-50,1,0
48920.0,238,17,68,8,10,6,3,6,2,5,7,2013,58,Grad,couple,3026,347,50-60,2,0
89120.0,1168,92,408,72,129,55,1,5,6,7,1,2014,63,Postgrad,couple,2878,1924,60-70,0,0
44124.0,284,0,55,0,6,52,4,6,2,5,8,2013,76,Postgrad,couple,3010,397,70-80,1,0
81169.0,1288,20,613,80,61,27,1,5,7,9,2,2013,47,Postgrad,single,3215,2089,40-50,0,0
36443.0,65,0,46,4,3,20,4,3,1,3,8,2013,61,Grad,couple,3258,138,60-70,2,0
26095.0,11,7,9,3,1,11,1,1,0,3,7,2013,32,Grad,single,3138,42,30-40,1,0
71367.0,227,23,389,42,21,75,1,4,5,7,2,2013,63,Grad,couple,3084,777,60-70,0,0
80184.0,1035,134,670,25,38,0,1,6,3,10,3,2014,78,Postgrad,couple,2951,1902,70-80,0,1
30630.0,27,1,12,2,0,10,2,2,0,3,7,2014,57,Grad,single,2927,52,50-60,2,0
73454.0,982,73,351,56,14,175,1,2,4,6,5,2014,35,Postgrad,single,2951,1651,30-40,0,1
42691.0,179,2,64,38,17,58,1,5,1,6,5,2013,31,Grad,couple,3091,358,30-40,0,0
70503.0,1379,33,216,0,33,66,1,2,4,9,6,2012,69,Grad,couple,3411,1727,60-70,0,0
25545.0,32,1,64,16,12,85,3,2,2,3,6,2012,35,Grad,couple,3463,210,30-40,1,0
32880.0,8,4,15,7,6,2,1,1,0,3,8,2012,36,Grad,couple,3582,42,30-40,1,0
77863.0,881,38,319,16,25,12,1,4,5,10,2,2013,64,Postgrad,couple,2988,1291,60-70,0,0
50353.0,141,15,153,67,31,35,1,4,4,6,3,2014,45,Postgrad,couple,2736,442,40-50,0,0
61839.0,1000,155,379,224,17,120,1,4,8,4,8,2012,58,Grad,single,3342,1895,50-60,0,0
49154.0,206,10,67,30,27,71,6,4,1,8,6,2013,62,Postgrad,couple,3249,411,60-70,2,0
47682.0,162,61,83,97,57,61,4,4,3,8,5,2013,47,Undergrad,single,3273,521,40-50,1,0
72679.0,619,54,260,127,54,54,1,4,7,5,1,2013,53,Grad,single,3058,1168,50-60,1,0
57954.0,456,4,24,0,0,9,7,8,2,6,7,2014,45,Postgrad,couple,2785,493,40-50,2,0
65316.0,112,6,92,3,9,38,2,3,2,5,4,2013,60,Grad,couple,3205,260,50-60,2,0
28567.0,11,3,22,2,2,6,2,2,0,3,6,2013,40,Grad,single,3151,46,30-40,1,0
47352.0,172,12,112,8,0,15,4,6,1,5,7,2013,71,Postgrad,couple,3011,319,70-80,1,0
44931.0,78,0,11,0,0,7,1,2,1,3,5,2014,55,Grad,couple,2936,96,50-60,1,0
